Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,IC50
CHEMBL4098253,AZD2461,395.43,0,2.9,AZD2461,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.7
CHEMBL4442022,,496.45,0,2.72,97,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc2c1OCC2)N1CCn2c(nnc2C(F)(F)F)C1,1.7
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,1.7
CHEMBL4857326,,569.6,1,3.44,I-3,CCOc1ncc(C(N)=O)c2nc(C3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)[nH]c12,1.7
CHEMBL3907010,,486.43,0,3.48,22,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,1.75
CHEMBL597339,,368.41,0,1.79,1,O=C(c1cc(Cc2c[nH]c(=O)c3cccn23)ccc1F)N1CCCNCC1,1.8
CHEMBL590632,,481.57,0,2.1,33,C=CCC1(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2)CCCN1,1.8
CHEMBL590805,,550.42,2,5.17,39,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCN(c2cc3ccccc3cn2)CC1,1.8
CHEMBL605575,,457.55,0,1.74,13,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C(C)(C)N(C)C)CC3)c2)n[nH]c(=O)c1C,1.8
CHEMBL2323218,,472.52,0,2.86,27,O=C1NCC2c3c(cccc31)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,1.8
CHEMBL521686,OLAPARIB,434.47,0,2.35,Olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,1.8
CHEMBL4642383,,517.54,1,3.87,8,Nc1ccc(F)cc1NC(=O)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.81
CHEMBL3764188,,379.37,0,3.23,39,Cn1nccc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,1.84
CHEMBL5179882,,406.49,0,1.93,8m,CCc1cc2ncc(CN3CC[C@@H](Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,1.85
CHEMBL3764085,,379.37,0,3.23,42,Cn1ccnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,1.87
CHEMBL2323222,,579.63,1,3.37,33,O=C1NCC2c3c(cccc31)CCN2C(=O)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.9
CHEMBL1097627,,334.42,0,3.11,39,NC(=O)c1cccc2cn(-c3ccc(CN4CCCCC4)cc3)nc12,1.9
CHEMBL4859306,,612.72,2,3.28,23h,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3ccc(N)nc3)nc12,1.9
CHEMBL4639985,,499.55,0,3.73,7,Nc1ccccc1NC(=O)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.94
CHEMBL521686,OLAPARIB,434.47,0,2.35,2; AZD-2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,1.94
CHEMBL3763531,,410.52,0,4.59,29,Cc1ccc(C2c3n[nH]c(=O)c4cccc(c34)NC2c2ccc(CN(C)C)cc2)cc1,1.95
CHEMBL4871210,,599.68,2,2.37,23b,NC(=O)c1cccc2cc(C(=O)N3CCN(Cc4cc5nc(-c6cnc(N)nc6)nc(N6CCOCC6)c5s4)CC3)oc12,1.98
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,4; AG014699,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,1.98
CHEMBL524190,,462.53,0,3.13,48,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCCC2)CC1,2
CHEMBL1935274,,473.49,0,2.73,27,O=C(CCC(=O)N1CCC[C@H]1C(=O)O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,2
CHEMBL523058,,443.48,0,3.01,26,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccn2)CC1,2
CHEMBL524165,,464.5,0,1.97,51,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCOC2)CC1,2
CHEMBL201616,,348.41,0,1.56,2,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCNCC1,2
CHEMBL1094636,NIRAPARIB,320.4,0,2.59,3; MK-4827,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,2
CHEMBL521809,,426.48,0,2.27,27,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1,2
CHEMBL590791,,522.41,1,2.95,A2,CNC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2
CHEMBL201616,,348.41,0,1.56,23,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCNCC1,2
CHEMBL603873,,522.36,1,2.04,28,CN(C)C(=O)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2
CHEMBL609020,,316.31,0,2.12,43,CNCc1ccc(-n2cc3cc(F)cc(C(N)=O)c3n2)cc1F,2
CHEMBL4579526,,434.52,0,3.21,96e,CCN1CCCC2CN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC21,2
CHEMBL3644587,2X-121,317.35,0,2.39,16; E-7449,O=c1[nH]nc2c3c(cccc13)N=C(CN1Cc3ccccc3C1)N2,2
CHEMBL4861603,,424.48,0,1.7,5,CCc1cc2cnc(CN3CCN(c4ccc(C(=O)NC)nc4F)CC3)cc2[nH]c1=O,2
CHEMBL4867071,,392.46,0,1.3,7,CCc1cc2cnc(CN3CCN(c4ccc(C(N)=O)nc4)CC3)cc2[nH]c1=O,2
CHEMBL4851402,,424.48,0,1.51,25,CNC(=O)c1ccc(N2CCN(Cc3cc4[nH]c(=O)c(CCF)cc4cn3)CC2)cn1,2
CHEMBL5206816,,402.5,0,2.27,56; JPI-547,N#Cc1ccc(N2CCN(Cc3ccc4c(c3)NC(=O)C3CCCNC43)CC2)nc1,2
CHEMBL3644587,2X-121,317.35,0,2.39,55,O=c1[nH]nc2c3c(cccc13)N=C(CN1Cc3ccccc3C1)N2,2
CHEMBL5196723,,405.46,0,2.24,7h,CCc1cc2ncc(CN3CCN(c4ccc5oc(=O)[nH]c5c4)CC3)cc2[nH]c1=O,2
CHEMBL3765318,,440.52,0,4.96,56,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(CN3CCCC3)cc1)C2c1ccc(F)cc1,2.02
CHEMBL3764829,,451.57,0,3.97,53,CN1CCN(Cc2ccc(C3Nc4cccc5c(=O)[nH]nc(c45)C3c3ccccc3)cc2)CC1,2.02
CHEMBL3765434,,361.38,0,3.09,36,Cn1ccnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccc(F)cc1,2.08
CHEMBL3764951,,419.42,0,2.45,61,CC(=O)Nc1ccc(C2Nc3cc(F)cc4c(=O)[nH]nc(c34)C2c2ncnn2C)cc1,2.08
CHEMBL521686,OLAPARIB,434.47,0,2.35,AZD2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,2.09
CHEMBL521686,OLAPARIB,434.47,0,2.35,AZD2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,2.09
CHEMBL1096883,,312.35,0,2.18,45,NC(=O)c1cccc2cn(-c3ccc(CNCCF)cc3)nc12,2.1
CHEMBL590791,,522.41,1,2.95,31,CNC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.1
CHEMBL592543,,493.37,0,3.6,20,CC(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.1
CHEMBL4172321,,440.49,0,3.35,22,CCCCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,2.1
CHEMBL3765528,,380.36,0,2.63,47,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,2.14
CHEMBL3763188,,361.38,0,3.09,37,Cn1ccnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccccc1,2.14
CHEMBL5176961,,611.67,1,4.81,17c,C=C1C(=O)OC2C[C@@]3(C)CCC=C(COC(=O)CCN(C)C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)C3=CC12,2.18
CHEMBL455590,,217.27,0,1.45,27,Cc1nn(C)c2[nH]c(=O)c3c(c12)CCCC3,2.2
CHEMBL1095606,,292.34,0,1.77,13,NC(=O)c1cccc2cn(-c3ccc4c(c3)CNCC4)nc12,2.2
CHEMBL3763822,,361.38,0,3.09,"(8S,9R)-36",Cn1ccnc1[C@H]1c2n[nH]c(=O)c3cccc(c23)N[C@@H]1c1ccc(F)cc1,2.25
CHEMBL3765056,,362.37,0,2.49,46,Cn1ncnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccc(F)cc1,2.29
CHEMBL3983859,,312.3,0,1.51,BDBM207604,O=C1NN=C2CN(C(=O)C3CC3)Cc3[nH]c4cc(F)cc1c4c32,2.3
CHEMBL3983859,,312.3,0,1.51,104,O=C1NN=C2CN(C(=O)C3CC3)Cc3[nH]c4cc(F)cc1c4c32,2.3
CHEMBL4167044,,497.5,0,2,19,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C(=O)N2CCOCC2)CC1,2.3
CHEMBL603407,,451.33,0,3.49,43,CNC1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.3
CHEMBL590880,,423.28,0,2.71,9,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCNCC1,2.3
CHEMBL3739650,,454.41,0,2.78,BDBM209856,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCn2c(nnc2C(F)(F)F)C1,2.3
CHEMBL4783227,,876.99,1,4.47,18; SK-575,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1)NCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,2.3
CHEMBL3765291,,343.39,0,2.96,35,Cn1ccnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,2.35
CHEMBL3764052,,396.49,0,4.28,25,CN(C)Cc1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2ccccc2)cc1,2.36
CHEMBL597314,,509.63,1,2.71,18,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(NCC5CC5)CCCC4)CC3)c2)n[nH]c(=O)c1C,2.4
CHEMBL598751,,528.37,1,3.66,23,O=C(c1ccccn1)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.4
CHEMBL597116,,530.41,1,2.23,27,CN(C)S(=O)(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.4
CHEMBL4174278,,482.49,0,2.26,18,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C(=O)C2CCCO2)CC1,2.4
CHEMBL1097260,,320.4,0,2.59,57,NC(=O)c1cccc2cn(-c3ccc([C@H]4CCCNC4)cc3)nc12,2.4
CHEMBL3765125,,344.38,0,2.35,43,Cn1ncnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,2.4
CHEMBL1097260,,320.4,0,2.59,22,NC(=O)c1cccc2cn(-c3ccc([C@H]4CCCNC4)cc3)nc12,2.4
CHEMBL4855366,,555.57,1,3.05,I-2,COc1ncc(C(N)=O)c2nc(C3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)[nH]c12,2.4
CHEMBL3617774,,380.42,0,3.25,7,CCCCNCc1ccc(-c2[nH]c3cc(F)cc4c3c2C(=O)NNC4=O)cc1,2.416
CHEMBL521686,OLAPARIB,434.47,0,2.35,Olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,2.47
CHEMBL3764422,,414.48,0,4.42,52,CN(C)Cc1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2ccc(F)cc2)cc1,2.48
CHEMBL606029,,477.37,0,4.02,49,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CCCN2)CC1,2.5
CHEMBL606029,,477.37,0,4.02,A1,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CCCN2)CC1,2.5
CHEMBL590548,,549.62,1,2.91,37,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@]4(Cc5ccc(F)cc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,2.5
CHEMBL597117,,508.38,1,2.51,29,CN(C)CC(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.5
CHEMBL4741921,,411.51,0,3.35,(S)-23,N#Cc1ccc(N2CCN([C@@H]3C=C(c4cc5c(N)cccc5c(=O)[nH]4)CC3)CC2)cc1,2.5
CHEMBL4438741,,593.62,1,2.52,14,Nc1ncc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,2.57
CHEMBL4637848,,517.54,1,3.87,9,Nc1cc(F)ccc1NC(=O)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,2.58
CHEMBL3763497,,362.37,0,2.49,44,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccccc1,2.6
CHEMBL598145,,398.48,0,2.47,7,Cc1c(Cc2ccc(F)c(C(=O)N3CCC4(CCCN4)CC3)c2)n[nH]c(=O)c1C,2.6
CHEMBL590327,,465.36,0,3.83,44,CN(C)C1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,2.6
CHEMBL596933,,437.3,0,3.1,4,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCCNCC1,2.6
CHEMBL3970252,,311.35,0,0.69,BDBM207617,CC(C)(N)C(=O)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,2.6
CHEMBL4165908,,452.51,0,3.49,24,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C2CCCC2)CC1,2.6
CHEMBL5173989,,392.46,0,1.54,8k,CCc1cc2ncc(CN3CC(Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,2.6
CHEMBL5185548,,457.46,0,3.1,7i,CCc1cc2ncc(CN3CCN(c4ccc5nc(C(F)(F)F)[nH]c5n4)CC3)cc2[nH]c1=O,2.6
CHEMBL3765611,,432.47,0,4.56,32,CN(C)Cc1ccc(C2Nc3cc(F)cc4c(=O)[nH]nc(c34)C2c2ccc(F)cc2)cc1,2.63
CHEMBL3764190,,396.49,0,4.28,27,CN(C)Cc1cccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2ccccc2)c1,2.63
CHEMBL4795449,,891.01,1,4.81,28,CN1C(=O)CCC(N2C(=O)c3cccc(NCCNC(=O)CCCCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)c3C2=O)C1=O,2.64
CHEMBL605760,,441.51,0,1.15,27,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@H]4CCCN4)CC3)c2)n[nH]c(=O)c1C,2.7
CHEMBL597313,,469.56,0,1.93,16,CNC1(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2)CCCC1,2.7
CHEMBL596702,,509.63,1,2.81,19,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(N5CCCC5)CCCC4)CC3)c2)n[nH]c(=O)c1C,2.7
CHEMBL5182405,,801.36,2,5.77,C8,O=C(COc1ccc2c(c1)CCCN2C(=O)CCl)NCCCCCCCCCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,2.74
CHEMBL4080699,,305.31,0,0.36,14b,NC(=O)c1cc(F)cc2[nH]c(C(=O)N3CCC(N)CC3)nc12,2.76
CHEMBL3764995,,344.38,0,2.35,45,Cn1cnnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,2.76
CHEMBL5174011,,427.52,0,3.49,24,CC1C(=O)NN=C(Cc2ccc(F)c(C(=O)C3CC(=O)N(C4CCC4)C(C)C3)c2)C1C,2.77
CHEMBL5073404,,452.53,0,2.68,8,CC(C)CN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@H]1C,2.79
CHEMBL605552,,455.53,0,1.54,23,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(C)CCCN4)CC3)c2)n[nH]c(=O)c1C,2.8
CHEMBL598138,,456.52,0,1.97,28,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(C)CCCO4)CC3)c2)n[nH]c(=O)c1C,2.8
CHEMBL604040,,500.36,1,4.02,33,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCN(c2ccccn2)CC1,2.8
CHEMBL4098253,AZD2461,395.43,0,2.9,AZD2461,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,2.8
CHEMBL3763705,,366.36,0,1.22,63,Cn1nccc1C1Nc2cc(F)cc3c(=O)[nH]nc(c23)C1c1ncnn1C,2.88
CHEMBL4177196,,462.46,0,2.54,49,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ncccn2)CC1,2.9
CHEMBL3984980,,364.49,0,3.55,64,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCCC2)C1,2.9
CHEMBL3984980,,364.49,0,3.55,BDBM207586,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCCC2)C1,2.9
CHEMBL5079913,,506.46,1,2.5,36,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(=O)C(F)(F)F,2.92
CHEMBL5186485,,862.96,1,4.08,LB23,O=C1CCC(N2C(=O)c3cccc(NC(=O)CNCCCCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)c3C2=O)C(=O)N1,2.95
CHEMBL3617775,,320.35,0,1.94,8,CNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1,2.952
CHEMBL4868231,,583.61,2,1.9,23c,NC(=O)c1cccc2cc(C(=O)N3CCN(Cc4cc5nc(-c6cnc(N)nc6)nc(N6CCOCC6)c5o4)CC3)oc12,2.97
CHEMBL5193674,,418.5,0,1.56,8i,CCc1cc2ncc(CN3CC4(C3)CN(c3ccc(C(=O)NC)nc3)C4)cc2[nH]c1=O,2.97
CHEMBL5179564,,739.93,2,6.18,20e,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CNCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,2.991
CHEMBL1935262,,376.37,0,2.74,15,O=C(O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,3
CHEMBL481511,,404.9,0,4.17,49,N#Cc1ccc(C2=CCN(CCCc3nc4c(Cl)cccc4c(=O)[nH]3)CC2)cc1,3
CHEMBL523686,,444.47,0,2.41,28,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ncccn2)CC1,3
CHEMBL3735519,,626.43,1,3.62,11,O=C(COc1ccc(I)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,3
CHEMBL492671,,464.5,0,2.12,50,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCCO2)CC1,3
CHEMBL4874589,,406.49,0,1.56,24,CCc1cc2cnc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,3
CHEMBL4874589,,406.49,0,1.56,1,CCc1cc2cnc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,3
CHEMBL4859590,,460.46,0,1.95,24,CNC(=O)c1ccc(N2CCN(Cc3cc4[nH]c(=O)c(CC(F)F)cc4cn3)CC2)c(F)n1,3
CHEMBL5095220,AZD-5305,406.49,0,1.56,25,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,3
CHEMBL4857071,,440.94,0,2.22,6,CCc1cc2cnc(CN3CCN(c4ccc(C(=O)NC)nc4Cl)CC3)cc2[nH]c1=O,3
CHEMBL5083291,,450.51,0,2.43,11,C[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC1CC1,3.02
CHEMBL3763674,,426.5,0,4.57,57,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(CN3CCC3)cc1)C2c1ccc(F)cc1,3.09
CHEMBL603235,,483.59,0,2.32,17,CCNC1(C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c(C)c4C)ccc3F)CC2)CCCC1,3.1
CHEMBL603457,,517.35,1,2.99,24,O=C(c1ncc[nH]1)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,3.1
CHEMBL591589,,441.51,0,1.15,31,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@@]4(C)CCN4)CC3)c2)n[nH]c(=O)c1C,3.1
CHEMBL589257,,501.35,1,3.42,35,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCN(c2ncccn2)CC1,3.1
CHEMBL1098297,,306.37,0,2.55,19,NC(=O)c1cccc2cn(-c3ccc(C4CCCN4)cc3)nc12,3.1
CHEMBL4083291,,479.43,0,2.49,11b,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(CCC(F)(F)F)C1,3.1
CHEMBL599167,,441.51,0,1.15,26,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@@H]4CCCN4)CC3)c2)n[nH]c(=O)c1C,3.1
CHEMBL1098297,,306.37,0,2.55,15,NC(=O)c1cccc2cn(-c3ccc(C4CCCN4)cc3)nc12,3.1
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,3.162
CHEMBL1098298,,320.4,0,2.59,21,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,3.2
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,3.2
CHEMBL4584534,,298.32,0,3.06,16,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,3.2
CHEMBL598957,,495.6,0,2.32,22,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(NCC5CC5)CCC4)CC3)c2)n[nH]c(=O)c1C,3.2
CHEMBL605284,,479.34,0,3.36,19,CCC(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,3.2
CHEMBL1094636,NIRAPARIB,320.4,0,2.59,"56, MK-4827",NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,3.2
CHEMBL1098298,,320.4,0,2.59,16,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,3.2
CHEMBL3764670,,414.48,0,4.42,31,CN(C)Cc1ccc(C2Nc3cc(F)cc4c(=O)[nH]nc(c34)C2c2ccccc2)cc1,3.29
CHEMBL506871,VELIPARIB,244.3,0,1.26,Veliparib,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,3.3
CHEMBL3735979,,596.4,1,3.86,5,O=C(c1ccc(I)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,3.3
CHEMBL3925115,,285.32,0,2.97,41,CC(C)C1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,3.3
CHEMBL3925115,,285.32,0,2.97,BDBM207566,CC(C)C1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,3.3
CHEMBL3922789,,294.31,0,1.37,BDBM207602,O=C1NN=C2CN(C(=O)C3CC3)Cc3[nH]c4cccc1c4c32,3.3
CHEMBL3926240,,352.48,0,3.4,61,CCN(CC)CCn1c2c3c4c(cccc41)C(=O)NN=C3CC(C)(C)C2,3.3
CHEMBL590882,,531.63,1,2.77,34,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Cc5ccccc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,3.3
CHEMBL3926240,,352.48,0,3.4,BDBM207588,CCN(CC)CCn1c2c3c4c(cccc41)C(=O)NN=C3CC(C)(C)C2,3.3
CHEMBL3922789,,294.31,0,1.37,103,O=C1NN=C2CN(C(=O)C3CC3)Cc3[nH]c4cccc1c4c32,3.3
CHEMBL506871,VELIPARIB,244.3,0,1.26,Veliparib,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,3.311
CHEMBL521686,OLAPARIB,434.47,0,2.35,5; OLA,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,3.35
CHEMBL380648,,380.42,0,2.09,"4, KU0058948",O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1,3.4
CHEMBL5202261,,420.52,0,2.32,8l,CCc1cc2ncc(CN3CCC(Nc4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,3.4
CHEMBL4173148,,466.53,0,3.88,25,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C2CCCCC2)CC1,3.5
